State,Year,month,sa_no,DelimID,AC_No,Position,Cand1,Sex1,Party1,Votes1,Age,Cand_Type,Valid_Votes,Electors,AC_Name,AC_Type,District_Name,Sub_Region,N_Cand,Turnout,Vote_Sh,Deposit_Lost,Margin_Percent,Jati,Caste_Rec,Rel,New.Caste,Old_Jati,ENOP,Caste
Gujarat,1980,2,5,3,41,6,VARU RANA KANA,M,IND,509,NA,NA,43818,88208,MALIYA,GEN,NA,NA,7,49.68,1.16,no,0.47,,,,NA,NA,2.78,
Gujarat,1980,2,5,3,41,7,PARMAR BHANJIBHAI BIJALBHAI,M,IND,302,NA,NA,43818,88208,MALIYA,GEN,NA,NA,7,49.68,0.69,no,0,,,,NA,NA,2.78,
Gujarat,1980,2,5,3,42,1,PATEL GORDHANBHAI GOKALBHAI,M,INC(I),18735,NA,NA,37502,88033,JUNAGADH,GEN,NA,NA,8,42.6,49.96,no,18.78,PATEL,INTERMEDIARY CASTE,HINDU,NA,NA,2.78,INTERMEDIARY CASTE
Gujarat,1980,2,5,3,42,2,ACHARYA HEMABEN SURYAKANT,F,BJP,11692,NA,NA,37502,88033,JUNAGADH,GEN,NA,NA,8,42.6,31.18,no,21.68,,,,NA,NA,2.78,
Gujarat,1980,2,5,3,42,3,VYAS MAHESHKUMAR LABH SHANKER,M,JNP(JP),3562,NA,NA,37502,88033,JUNAGADH,GEN,NA,NA,8,42.6,9.5,no,5.93,,,,NA,NA,2.78,
Gujarat,1980,2,5,3,42,4,PATHAN ISMALKHAN CHANDKHAN,M,IND,1339,NA,NA,37502,88033,JUNAGADH,GEN,NA,NA,8,42.6,3.57,no,0.66,6 PATHAN,UC MUSLIM,MUSLIM,NA,NA,2.78,UC MUSLIM
Gujarat,1980,2,5,3,42,5,DAVE SHASHIKANT LABHSHANKER,M,INC(U),1091,NA,NA,37502,88033,JUNAGADH,GEN,NA,NA,8,42.6,2.91,no,1.54,,,,NA,NA,2.78,
Gujarat,1980,2,5,3,42,6,HIRPARA VRAJLAL JIVABHAI,M,IND,515,NA,NA,37502,88033,JUNAGADH,GEN,NA,NA,8,42.6,1.37,no,0.25,,,,NA,NA,2.78,
Gujarat,1980,2,5,3,42,7,NAVINCHANDRA MOHANLAL TRIVEDI,M,IND,422,NA,NA,37502,88033,JUNAGADH,GEN,NA,NA,8,42.6,1.13,no,0.74,,,,NA,NA,2.78,
Gujarat,1980,2,5,3,42,8,SOLANKI MULJIBHAI DAYABHAI,M,IND,146,NA,NA,37502,88033,JUNAGADH,GEN,NA,NA,8,42.6,0.39,no,0,,,,NA,NA,2.78,
Gujarat,1980,2,5,3,43,1,PALASANA BECHARBHAI MADHABHAI,M,IND,16893,NA,NA,39853,79421,BABRA,GEN,NA,NA,7,50.18,42.39,no,14.26,PATEL,INTERMEDIARY CASTE,HINDU,NA,NA,2.63,INTERMEDIARY CASTE
Gujarat,1980,2,5,3,43,2,SATANI BAVANJI MADHA,M,INC(I),11210,NA,NA,39853,79421,BABRA,GEN,NA,NA,7,50.18,28.13,no,6.78,,,,NA,NA,2.63,
Gujarat,1980,2,5,3,43,3,SUKHADIA LAXMANBHAI BHAGWANBHAI,M,JNP(JP),8507,NA,NA,39853,79421,BABRA,GEN,NA,NA,7,50.18,21.35,no,16.68,,,,NA,NA,2.63,
Gujarat,1980,2,5,3,43,4,BARIYA CHHAGAN BHIKHABHAI,M,IND,1860,NA,NA,39853,79421,BABRA,GEN,NA,NA,7,50.18,4.67,no,3.06,,,,NA,NA,2.63,
Gujarat,1980,2,5,3,43,5,DOCTOR BHATT VINUBHAI V.,M,IND,642,NA,NA,39853,79421,BABRA,GEN,NA,NA,7,50.18,1.61,no,0.49,,,,NA,NA,2.63,
Gujarat,1980,2,5,3,43,6,BERICHA NARAN MAVJI,M,IND,448,NA,NA,39853,79421,BABRA,GEN,NA,NA,7,50.18,1.12,no,0.39,,,,NA,NA,2.63,
Gujarat,1980,2,5,3,43,7,KAVATHIA BHARAT LILABHAI,M,BJP,293,NA,NA,39853,79421,BABRA,GEN,NA,NA,7,50.18,0.74,no,0,,,,NA,NA,2.63,
Gujarat,1980,2,5,3,44,1,KHODIDAS THAKKAR,M,INC(I),24942,NA,NA,38501,74461,LATHI,GEN,NA,NA,6,51.71,64.78,no,33.64,BRAHMIN,UPPER CASTE,HINDU,NA,NA,1.92,UPPER CASTE
Gujarat,1980,2,5,3,44,2,JIVARAJBHAI VAGADIA,M,JNP(JP),11990,NA,NA,38501,74461,LATHI,GEN,NA,NA,6,51.71,31.14,no,29.37,,,,NA,NA,1.92,
Gujarat,1980,2,5,3,44,3,SURESH MODI (SURESH MEHTA),M,IND,682,NA,NA,38501,74461,LATHI,GEN,NA,NA,6,51.71,1.77,no,0.48,,,,NA,NA,1.92,
Gujarat,1980,2,5,3,44,4,CHAVADA BHURABHAI BHAGVANBHAI,M,IND,498,NA,NA,38501,74461,LATHI,GEN,NA,NA,6,51.71,1.29,no,0.45,,,,NA,NA,1.92,
Gujarat,1980,2,5,3,44,5,DILIPBHAI NANUBHAI SANGHANI,M,BJP,326,NA,NA,38501,74461,LATHI,GEN,NA,NA,6,51.71,0.85,no,0.68,,,,NA,NA,1.92,
Gujarat,1980,2,5,3,44,6,ANANTRAI DWARKADAS THAKAR,M,IND,63,NA,NA,38501,74461,LATHI,GEN,NA,NA,6,51.71,0.16,yes,0,,,,NA,NA,1.92,
Gujarat,1980,2,5,3,45,1,DWARKADAS MOHANLAL PATEL,M,IND,18627,NA,NA,47166,81402,AMRELI,GEN,NA,NA,7,57.94,39.49,no,7.32,PATEL,INTERMEDIARY CASTE,HINDU,NA,NA,3.03,INTERMEDIARY CASTE
Gujarat,1980,2,5,3,45,2,JAYANTILAL GIRDHARLAL BHIMAJIYANI,M,INC(I),15175,NA,NA,47166,81402,AMRELI,GEN,NA,NA,7,57.94,32.17,no,6.89,,,,NA,NA,3.03,
Gujarat,1980,2,5,3,45,3,DILIPBHAI NANUBHAI SANGHANI,M,BJP,11925,NA,NA,47166,81402,AMRELI,GEN,NA,NA,7,57.94,25.28,no,23.96,,,,NA,NA,3.03,
Gujarat,1980,2,5,3,45,4,NARBHESHANKAR PANERI,M,JNP(JP),623,NA,NA,47166,81402,AMRELI,GEN,NA,NA,7,57.94,1.32,no,0.61,,,,NA,NA,3.03,
Gujarat,1980,2,5,3,45,5,DAFDA RAJABHAI JETHABHAI,M,IND,336,NA,NA,47166,81402,AMRELI,GEN,NA,NA,7,57.94,0.71,no,0,,,,NA,NA,3.03,
Gujarat,1980,2,5,3,45,6,SHANTILAL V. BHATT,M,IND,335,NA,NA,47166,81402,AMRELI,GEN,NA,NA,7,57.94,0.71,no,0.4,,,,NA,NA,3.03,
Gujarat,1980,2,5,3,45,7,GANDHI GOKALDAS MADHAVJI,M,IND,145,NA,NA,47166,81402,AMRELI,GEN,NA,NA,7,57.94,0.31,no,0,,,,NA,NA,3.03,
Gujarat,1980,2,5,3,46,1,MANUBHAI KOTADIYA,M,JNP(JP),26783,NA,NA,50433,83095,DHARI,GEN,NA,NA,6,60.69,53.11,no,9.67,PATEL,INTERMEDIARY CASTE,HINDU,NA,NA,2.13,INTERMEDIARY CASTE
Gujarat,1980,2,5,3,46,2,ARJUN VELJI PATEL,M,INC(I),21905,NA,NA,50433,83095,DHARI,GEN,NA,NA,6,60.69,43.43,no,41.59,,,,NA,NA,2.13,
Gujarat,1980,2,5,3,46,3,BABULAL PARMAR,M,IND,930,NA,NA,50433,83095,DHARI,GEN,NA,NA,6,60.69,1.84,no,0.98,,,,NA,NA,2.13,
Gujarat,1980,2,5,3,46,4,KANTIYA KHIMJI TRIBHOVAN,M,IND,434,NA,NA,50433,83095,DHARI,GEN,NA,NA,6,60.69,0.86,no,0.35,,,,NA,NA,2.13,
Gujarat,1980,2,5,3,46,5,VANK BAGHABHAI DEVAT,M,IND,260,NA,NA,50433,83095,DHARI,GEN,NA,NA,6,60.69,0.52,no,0.28,,,,NA,NA,2.13,
Gujarat,1980,2,5,3,46,6,VEGDA BAVJIBHAI BHIKHABHAI,M,IND,121,NA,NA,50433,83095,DHARI,GEN,NA,NA,6,60.69,0.24,no,0,,,,NA,NA,2.13,
Gujarat,1980,2,5,3,47,1,KAMALIYA ARSHIBHAI KANABHAI,M,INC(I),28933,NA,NA,51624,80701,KODINAR,GEN,NA,NA,6,63.97,56.05,no,16.84,OTHER PEASANT OBC,OBC PP,HINDU,NA,NA,2,OBC PP
Gujarat,1980,2,5,3,47,2,VALA DUDABHAI KUMBHABHAI,M,IND,20237,NA,NA,51624,80701,KODINAR,GEN,NA,NA,6,63.97,39.2,no,37.17,,,,NA,NA,2,
Gujarat,1980,2,5,3,47,3,BARAD GOVIND MULJI,M,IND,1046,NA,NA,51624,80701,KODINAR,GEN,NA,NA,6,63.97,2.03,no,0.62,,,,NA,NA,2,
Gujarat,1980,2,5,3,47,4,GADHE DANA ARAJAN,M,IND,724,NA,NA,51624,80701,KODINAR,GEN,NA,NA,6,63.97,1.4,no,0.69,,,,NA,NA,2,
Gujarat,1980,2,5,3,47,5,SOLANKI PURUSOTAMDAS HARICHANDRA,M,IND,369,NA,NA,51624,80701,KODINAR,GEN,NA,NA,6,63.97,0.71,no,0.1,,,,NA,NA,2,
Gujarat,1980,2,5,3,47,6,MORI PRATPASINH ABHALBHAI,M,JNP(JP),315,NA,NA,51624,80701,KODINAR,GEN,NA,NA,6,63.97,0.61,no,0,,,,NA,NA,2,
Gujarat,1980,2,5,3,48,1,VARU PARTPBHAI SURAGBHAI,M,INC(I),18174,NA,NA,42014,85240,RAJULA,GEN,NA,NA,5,49.29,43.26,no,1.51,PATEL,INTERMEDIARY CASTE,HINDU,NA,NA,2.44,INTERMEDIARY CASTE
Gujarat,1980,2,5,3,48,2,PATEL BABUBHAI POPATBHAI,M,IND,17540,NA,NA,42014,85240,RAJULA,GEN,NA,NA,5,49.29,41.75,no,35.41,,,,NA,NA,2.44,
Gujarat,1980,2,5,3,48,3,JANI MANSUKHLAL DURGASHANKAR,M,BJP,2661,NA,NA,42014,85240,RAJULA,GEN,NA,NA,5,49.29,6.33,no,1.22,,,,NA,NA,2.44,
Gujarat,1980,2,5,3,48,4,DER JIVABHAI PUNJABHAI,M,IND,2148,NA,NA,42014,85240,RAJULA,GEN,NA,NA,5,49.29,5.11,no,1.56,,,,NA,NA,2.44,
Gujarat,1980,2,5,3,48,5,SHETH NIRMALA LALLUBHAI,F,JNP(JP),1491,NA,NA,42014,85240,RAJULA,GEN,NA,NA,5,49.29,3.55,no,0,,,,NA,NA,2.44,
Gujarat,1980,2,5,3,49,1,KHACHAR HATHIBHAI CHHELBHAI,M,INC(I),23672,NA,NA,44382,90703,BOTAD,GEN,NA,NA,5,48.93,53.34,no,30.18,OTHER SC,NOT ASCERTAINED,HINDU,NA,NA,2.7,NOT ASCERTAINED
Gujarat,1980,2,5,3,49,2,PATEL VALLABHBHAI JIVABHAI,M,JNP(JP),10279,NA,NA,44382,90703,BOTAD,GEN,NA,NA,5,48.93,23.16,no,6.8,,,,NA,NA,2.7,
Gujarat,1980,2,5,3,49,3,BAGADIA NAGINDAS BHIKHALAL,M,BJP,7260,NA,NA,44382,90703,BOTAD,GEN,NA,NA,5,48.93,16.36,no,11,,,,NA,NA,2.7,
Gujarat,1980,2,5,3,49,4,MAKWANA NANUBHAI CHHAGAN,M,IND,2377,NA,NA,44382,90703,BOTAD,GEN,NA,NA,5,48.93,5.36,no,3.57,,,,NA,NA,2.7,
Gujarat,1980,2,5,3,49,5,GHOGHARI RANCHHOD CHHAGAN,M,IND,794,NA,NA,44382,90703,BOTAD,GEN,NA,NA,5,48.93,1.79,no,0,,,,NA,NA,2.7,
Gujarat,1980,2,5,3,50,1,GOHEL BACHUBHAI BHIKHABHAI,M,INC(I),20596,NA,NA,34848,90069,GADHADA,SC,NA,NA,4,38.69,59.1,no,27.76,RAJPUT,UPPER CASTE,HINDU,NA,NA,2.17,UPPER CASTE
Gujarat,1980,2,5,3,50,2,HEJAM KISHOR SHYAMDAS,M,JNP(JP),10923,NA,NA,34848,90069,GADHADA,SC,NA,NA,4,38.69,31.34,no,24.1,,,,NA,NA,2.17,
Gujarat,1980,2,5,3,50,3,DODIYA KARSAN UGA,M,BJP,2526,NA,NA,34848,90069,GADHADA,SC,NA,NA,4,38.69,7.25,no,4.94,,,,NA,NA,2.17,
Gujarat,1980,2,5,3,50,4,PARMAR GOVIND KHODABHAI,M,IND,803,NA,NA,34848,90069,GADHADA,SC,NA,NA,4,38.69,2.3,no,0,,,,NA,NA,2.17,
Gujarat,1980,2,5,3,51,1,DABHI NATUBHAI BHIKHABHAI,M,IND,16097,NA,NA,47990,83773,PALITANA,GEN,NA,NA,6,57.29,33.54,no,4.99,OTHER SC,NOT ASCERTAINED,HINDU,NA,NA,3.57,NOT ASCERTAINED
Gujarat,1980,2,5,3,51,2,SARVAIYA JAYVANTSINH KESARISINH,M,INC(I),13704,NA,NA,47990,83773,PALITANA,GEN,NA,NA,6,57.29,28.56,no,8.77,,,,NA,NA,3.57,
Gujarat,1980,2,5,3,51,3,KANANI RAYABHAI MADHABHAI,M,JNP(JP),9496,NA,NA,47990,83773,PALITANA,GEN,NA,NA,6,57.29,19.79,no,4.92,,,,NA,NA,3.57,
Gujarat,1980,2,5,3,51,4,JAMBA NARANDAS BASARAM,M,BJP,7134,NA,NA,47990,83773,PALITANA,GEN,NA,NA,6,57.29,14.87,no,12.35,,,,NA,NA,3.57,
Gujarat,1980,2,5,3,51,5,VAHORA HIRJI DHARAMSHI,M,IND,1205,NA,NA,47990,83773,PALITANA,GEN,NA,NA,6,57.29,2.51,no,1.77,,,,NA,NA,3.57,
Gujarat,1980,2,5,3,51,6,GOHIL VIJAYSINH GAGUBHA,M,IND,354,NA,NA,47990,83773,PALITANA,GEN,NA,NA,6,57.29,0.74,no,0,,,,NA,NA,3.57,
Gujarat,1980,2,5,3,52,1,GOTHANI DALSUKHBHAI JERAMBHAI,M,JNP(JP),19677,NA,NA,45013,83973,SIHOR,GEN,NA,NA,4,53.6,43.71,no,5.23,PATEL,INTERMEDIARY CASTE,HINDU,NA,NA,2.7,INTERMEDIARY CASTE
Gujarat,1980,2,5,3,52,2,SAMA MAJIDBHAI DADABHAI,M,INC(I),17325,NA,NA,45013,83973,SIHOR,GEN,NA,NA,4,53.6,38.49,no,22.19,,,,NA,NA,2.7,
Gujarat,1980,2,5,3,52,3,MAHAVIRSINH RATANSINH GOHIL,M,BJP,7337,NA,NA,45013,83973,SIHOR,GEN,NA,NA,4,53.6,16.3,no,14.8,,,,NA,NA,2.7,
Gujarat,1980,2,5,3,52,4,SHAH BABUBHAI VITTHALBHAI,M,IND,674,NA,NA,45013,83973,SIHOR,GEN,NA,NA,4,53.6,1.5,no,0,,,,NA,NA,2.7,
Gujarat,1980,2,5,3,53,1,DESAI RAMJIBHAI VALLABHDAS,M,INC(I),25421,NA,NA,51933,90568,KUNDLA,GEN,NA,NA,3,57.34,48.95,no,2.04,BRAHMIN,INTERMEDIARY CASTE,HINDU,NA,NA,2.17,INTERMEDIARY CASTE
Gujarat,1980,2,5,3,53,2,RADADIYA BHIKHABHAI BHIMJIBHAI,M,JNP(JP),24362,NA,NA,51933,90568,KUNDLA,GEN,NA,NA,3,57.34,46.91,no,42.77,,,,NA,NA,2.17,
Gujarat,1980,2,5,3,53,3,BAGADA DEVJIBHAI DOSABHAI,M,IND,2150,NA,NA,51933,90568,KUNDLA,GEN,NA,NA,3,57.34,4.14,no,0,,,,NA,NA,2.17,
Gujarat,1980,2,5,3,54,1,JANI VRIJLAL DURLABHJI,M,INC(I),22038,NA,NA,37064,82355,MAHUVA,GEN,NA,NA,4,45.01,59.46,no,20.31,BRAHMIN,UPPER CASTE,HINDU,NA,NA,1.96,UPPER CASTE
Gujarat,1980,2,5,3,54,2,JASUBHAI MEHTA,M,IND,14512,NA,NA,37064,82355,MAHUVA,GEN,NA,NA,4,45.01,39.15,no,38.15,,,,NA,NA,1.96,
Gujarat,1980,2,5,3,54,3,KALVATAR IBRAHIM NATHABHAI,M,IND,372,NA,NA,37064,82355,MAHUVA,GEN,NA,NA,4,45.01,1,no,0.62,,,,NA,NA,1.96,
Gujarat,1980,2,5,3,54,4,MEHTA NAGARDAS VALLABHDAS,M,IND,142,NA,NA,37064,82355,MAHUVA,GEN,NA,NA,4,45.01,0.38,no,0,,,,NA,NA,1.96,
Gujarat,1980,2,5,3,55,1,BALADHIYA DHANJIBHAI HIRABHAI,M,INC(I),18629,NA,NA,33923,85129,TALAJA,GEN,NA,NA,5,39.85,54.92,no,34.08,OTHER PEASANT OBC,OBC PP,HINDU,NA,NA,2.56,OBC PP
Gujarat,1980,2,5,3,55,2,GOHIL HARISINHJI AKHUBHA,M,BJP,7067,NA,NA,33923,85129,TALAJA,GEN,NA,NA,5,39.85,20.83,no,0.75,,,,NA,NA,2.56,
Gujarat,1980,2,5,3,55,3,KATARIYA DULABHAI ATA,M,IND,6812,NA,NA,33923,85129,TALAJA,GEN,NA,NA,5,39.85,20.08,no,17.57,,,,NA,NA,2.56,
Gujarat,1980,2,5,3,55,4,BHARTHI UMED MAHADEV,M,JNP(JP),853,NA,NA,33923,85129,TALAJA,GEN,NA,NA,5,39.85,2.51,no,0.86,,,,NA,NA,2.56,
Gujarat,1980,2,5,3,55,5,GADHAVI NAGARUBHA APABHA,M,IND,562,NA,NA,33923,85129,TALAJA,GEN,NA,NA,5,39.85,1.66,no,0,,,,NA,NA,2.56,
Gujarat,1980,2,5,3,56,1,GOHIL KIRITSINH ANOPSINH,M,INC(I),27470,NA,NA,40575,84317,GHOGHO,GEN,NA,NA,2,48.12,67.7,no,35.4,RAJPUT,UPPER CASTE,HINDU,NA,NA,1.79,UPPER CASTE
Gujarat,1980,2,5,3,56,2,MAKWANA MEGHJIBHAI MAVJIBHAI,M,JNP(JP),13105,NA,NA,40575,84317,GHOGHO,GEN,NA,NA,2,48.12,32.3,no,0,,,,NA,NA,1.79,
Gujarat,1980,2,5,3,57,1,SHAH RASIKLAL NATHALAL,M,INC(I),16600,NA,NA,36025,97983,BHAVNAGAR NORTH,GEN,NA,NA,6,36.77,46.08,no,6.86,VAISHYA,UPPER CASTE,HINDU,NA,NA,2.7,UPPER CASTE
Gujarat,1980,2,5,3,57,2,NAGINBHAI SHAH,M,BJP,14127,NA,NA,36025,97983,BHAVNAGAR NORTH,GEN,NA,NA,6,36.77,39.21,no,29.75,,,,NA,NA,2.7,
Gujarat,1980,2,5,3,57,3,KORAT DURALABH RANCHHOD,M,JNP(JP),3409,NA,NA,36025,97983,BHAVNAGAR NORTH,GEN,NA,NA,6,36.77,9.46,no,5.37,,,,NA,NA,2.7,
Gujarat,1980,2,5,3,57,4,MEHTA SUBODHCHANDRA LALSHANKER,M,IND,1473,NA,NA,36025,97983,BHAVNAGAR NORTH,GEN,NA,NA,6,36.77,4.09,no,3.38,,,,NA,NA,2.7,
Gujarat,1980,2,5,3,57,5,CHUDASAMA NAGJIBHAI LALJIBHAI,M,IND,256,NA,NA,36025,97983,BHAVNAGAR NORTH,GEN,NA,NA,6,36.77,0.71,no,0.27,,,,NA,NA,2.7,
Gujarat,1980,2,5,3,57,6,HUSEN NAMDAR,M,IND,160,NA,NA,36025,97983,BHAVNAGAR NORTH,GEN,NA,NA,6,36.77,0.44,no,0,,,,NA,NA,2.7,
Gujarat,1980,2,5,3,58,1,PATEL TRAMBAKLAL MULJIBHAI (PATEL BABUBHAI VAKIL),M,INC(I),16626,NA,NA,38558,94097,BHAVNAGAR SOUTH,GEN,NA,NA,6,40.98,43.12,no,18.19,PATEL,INTERMEDIARY CASTE,HINDU,NA,NA,3.23,INTERMEDIARY CASTE
Gujarat,1980,2,5,3,58,2,GOHEL SHIVBHADRASINHA KRISHNA KUMARSINHJI,M,BJP,9612,NA,NA,38558,94097,BHAVNAGAR SOUTH,GEN,NA,NA,6,40.98,24.93,no,5.82,,,,NA,NA,3.23,
Gujarat,1980,2,5,3,58,3,GANDHI MANILAL GORDHAN,M,JNP(JP),7367,NA,NA,38558,94097,BHAVNAGAR SOUTH,GEN,NA,NA,6,40.98,19.11,no,9.99,,,,NA,NA,3.23,
Gujarat,1980,2,5,3,58,4,KOSHIA BHIKHALAL JIVRAJBHAI,M,IND,3515,NA,NA,38558,94097,BHAVNAGAR SOUTH,GEN,NA,NA,6,40.98,9.12,no,5.97,,,,NA,NA,3.23,
Gujarat,1980,2,5,3,58,5,ANDHARIA RAMNIKLAL PURUSHOTTAM,M,IND,1215,NA,NA,38558,94097,BHAVNAGAR SOUTH,GEN,NA,NA,6,40.98,3.15,no,2.57,,,,NA,NA,3.23,
Gujarat,1980,2,5,3,58,6,PATEL DEVJIBHAI JIVABHAI,M,IND,223,NA,NA,38558,94097,BHAVNAGAR SOUTH,GEN,NA,NA,6,40.98,0.58,no,0,,,,NA,NA,3.23,
Gujarat,1980,2,5,3,59,1,SHAH NATVARLAL CHANDULAL,M,INC(I),25931,NA,NA,42533,89527,DHANDHUKA,GEN,NA,NA,3,47.51,60.97,no,35.49,VAISHYA,UPPER CASTE,HINDU,NA,NA,2.22,UPPER CASTE
Gujarat,1980,2,5,3,59,2,PATHAK JITUBHAI CHUNILAL,M,BJP,10836,NA,NA,42533,89527,DHANDHUKA,GEN,NA,NA,3,47.51,25.48,no,11.92,,,,NA,NA,2.22,
Gujarat,1980,2,5,3,59,3,GOHEL MATHURBHAI LALJIBHAI,M,JNP(JP),5766,NA,NA,42533,89527,DHANDHUKA,GEN,NA,NA,3,47.51,13.56,no,0,,,,NA,NA,2.22,
Gujarat,1980,2,5,3,60,1,MAKWANA PARSOTTAMBHAI RAVJIBHAI,M,INC(I),22310,NA,NA,49680,88762,DHOLKA,GEN,NA,NA,6,55.97,44.91,no,12.49,JATAV,SC,HINDU,NA,NA,3.03,SC
Gujarat,1980,2,5,3,60,2,CHUDASAMA BHUPENDRASINH MANUBHA,M,BJP,16105,NA,NA,49680,88762,DHOLKA,GEN,NA,NA,6,55.97,32.42,no,21.86,,,,NA,NA,3.03,
Gujarat,1980,2,5,3,60,3,SHAH NAVALBHAI NEMCHANDBHAI,M,JNP(JP),5243,NA,NA,49680,88762,DHOLKA,GEN,NA,NA,6,55.97,10.55,no,1.43,,,,NA,NA,3.03,
Gujarat,1980,2,5,3,60,4,MANSANBHAI ABDEREHMAN SHETH,M,IND,4531,NA,NA,49680,88762,DHOLKA,GEN,NA,NA,6,55.97,9.12,no,7.48,,,,NA,NA,3.03,
Gujarat,1980,2,5,3,60,5,THAKKOR LALJIBHAI SHANKERBHAI,M,IND,813,NA,NA,49680,88762,DHOLKA,GEN,NA,NA,6,55.97,1.64,no,0.27,,,,NA,NA,3.03,
Gujarat,1980,2,5,3,60,6,ACHARYA JAGDISHCHANDRA BALKRISHNABHAI,M,INC(U),678,NA,NA,49680,88762,DHOLKA,GEN,NA,NA,6,55.97,1.36,no,0,,,,NA,NA,3.03,
Gujarat,1980,2,5,3,61,1,GOHIL DHULABHAI DALABHAI,M,JNP(JP),20295,NA,NA,42448,96543,BAVLA,SC,NA,NA,7,43.97,47.81,no,4.85,OTHER SC,SC,HINDU,NA,NA,2.38,SC
Gujarat,1980,2,5,3,61,2,ARJUNBHAI PUNJABHAI GOHEL,M,INC(I),18238,NA,NA,42448,96543,BAVLA,SC,NA,NA,7,43.97,42.97,no,39.79,,,,NA,NA,2.38,
Gujarat,1980,2,5,3,61,3,CHAUHAN DHANJIBHAI JEVABHAI,M,IND,1346,NA,NA,42448,96543,BAVLA,SC,NA,NA,7,43.97,3.17,no,0.61,,,,NA,NA,2.38,
Gujarat,1980,2,5,3,61,4,RATHOD HARILAL KESHAVLAL (MODASARVALA),M,IND,1085,NA,NA,42448,96543,BAVLA,SC,NA,NA,7,43.97,2.56,no,0.97,,,,NA,NA,2.38,
Gujarat,1980,2,5,3,61,5,ZALA MAVJIBHAI KHANBHAI,M,IND,672,NA,NA,42448,96543,BAVLA,SC,NA,NA,7,43.97,1.58,no,0.35,,,,NA,NA,2.38,
Gujarat,1980,2,5,3,61,6,PARMAR AMBALAL SOMABHAI,M,INC(U),523,NA,NA,42448,96543,BAVLA,SC,NA,NA,7,43.97,1.23,no,0.55,,,,NA,NA,2.38,
Gujarat,1980,2,5,3,61,7,NARENDRAKUMAR D. NAKUM,M,IND,289,NA,NA,42448,96543,BAVLA,SC,NA,NA,7,43.97,0.68,no,0,,,,NA,NA,2.38,
Gujarat,1980,2,5,3,62,1,PATEL BHAILAL AMBALAL,M,INC(I),21101,NA,NA,43520,80067,MANDAL,GEN,NA,NA,10,54.35,48.49,no,15.04,PATEL,INTERMEDIARY CASTE,HINDU,NA,NA,2.78,INTERMEDIARY CASTE
Gujarat,1980,2,5,3,62,10,SHAIKH MUSABHAI RASULBHAI,M,IND,70,NA,NA,43520,80067,MANDAL,GEN,NA,NA,10,54.35,0.16,yes,0,,,,NA,NA,2.78,
Gujarat,1980,2,5,3,62,2,PATEL BALDEVBHAI CHATURBHAI,M,JNP(JP),14554,NA,NA,43520,80067,MANDAL,GEN,NA,NA,10,54.35,33.44,no,27.88,,,,NA,NA,2.78,
Gujarat,1980,2,5,3,62,3,DARBAR PITHUBHA FATESANG,M,BJP,2419,NA,NA,43520,80067,MANDAL,GEN,NA,NA,10,54.35,5.56,no,2.77,,,,NA,NA,2.78,
Gujarat,1980,2,5,3,62,4,ZALA PRATAPSINH RANJITSINH,M,JNP(SC),1212,NA,NA,43520,80067,MANDAL,GEN,NA,NA,10,54.35,2.78,no,0.27,,,,NA,NA,2.78,
Gujarat,1980,2,5,3,62,5,PATEL SHIVABHAI BECHARDAS,M,IND,1096,NA,NA,43520,80067,MANDAL,GEN,NA,NA,10,54.35,2.52,no,0.04,,,,NA,NA,2.78,
Gujarat,1980,2,5,3,62,6,KANTILAL VADILAL SHAH,M,INC(U),1077,NA,NA,43520,80067,MANDAL,GEN,NA,NA,10,54.35,2.47,no,0.12,,,,NA,NA,2.78,
Gujarat,1980,2,5,3,62,7,ZALA JALAMSANG AGARSANG,M,IND,1024,NA,NA,43520,80067,MANDAL,GEN,NA,NA,10,54.35,2.35,no,0.99,,,,NA,NA,2.78,
Gujarat,1980,2,5,3,62,8,BHARAT T. PATEL,M,IND,594,NA,NA,43520,80067,MANDAL,GEN,NA,NA,10,54.35,1.36,no,0.51,,,,NA,NA,2.78,
Gujarat,1980,2,5,3,62,9,KANTILAL MANILAL GOR,M,IND,373,NA,NA,43520,80067,MANDAL,GEN,NA,NA,10,54.35,0.86,no,0.7,,,,NA,NA,2.78,
Gujarat,1980,2,5,3,63,1,PATEL DAUDBHAI MIYANBHAI,M,INC(I),20865,NA,NA,49083,87942,VIRAMGAM,GEN,NA,NA,6,55.81,42.51,no,12.86,SAYYAD,MUSLIM UPPER CASTE,MUSLIM,NA,NA,3.12,MUSLIM UPPER CASTE
Gujarat,1980,2,5,3,63,2,BRAHMKUMAR BHATT,M,JNP(JP),14553,NA,NA,49083,87942,VIRAMGAM,GEN,NA,NA,6,55.81,29.65,no,10.79,,,,NA,NA,3.12,
Gujarat,1980,2,5,3,63,3,MACHHAR JAYANTILAL POPATLAL,M,BJP,9256,NA,NA,49083,87942,VIRAMGAM,GEN,NA,NA,6,55.81,18.86,no,11.56,,,,NA,NA,3.12,
Gujarat,1980,2,5,3,63,4,DARBAR VADANSANG MANSANG,M,IND,3584,NA,NA,49083,87942,VIRAMGAM,GEN,NA,NA,6,55.81,7.3,no,6.33,,,,NA,NA,3.12,
Gujarat,1980,2,5,3,63,5,SHELAR KANUBHAI JASHBHAI,M,IND,477,NA,NA,49083,87942,VIRAMGAM,GEN,NA,NA,6,55.81,0.97,no,0.26,,,,NA,NA,3.12,
